line_name,specimen__id,specimen__name,specimen__hemisphere,structure__id,structure__name,structure__acronym,structure_parent__id,structure_parent__acronym,structure__layer,nr__max_euclidean_distance,nr__number_stems,nr__number_bifurcations,nr__average_contraction,nr__average_parent_daughter_ratio,nrwkf__id,erwkf__id,ef__upstroke_downstroke_ratio_long_square,ef__adaptation,ef__f_i_curve_slope,ef__threshold_i_long_square,ef__tau,ef__avg_isi,ef__avg_firing_rate,ef__ri,ef__peak_t_ramp,ef__vrest,si__height,si__width,si__path,csl__x,csl__y,csl__z,csl__normalized_depth,cell_reporter_status,m__glif,m__biophys_perisomatic,m__biophys_all_active,tag__apical,tag__dendrite_type,morph_thumb_path,ephys_thumb_path,ephys_inst_thresh_thumb_path,id
Ntsr1-Cre,507918877,Ntsr1-Cre;Ai14-235626.04.01.01,left,33,"Primary visual area, layer 6a",VISp6a,385,VISp,6a,,,,,,,515522057,2.462998969,0.138954708,0.169703104,110,17.87433416,129.0057143,7.751594614,176.6518056,5.730646667,-60.44380188,9403,11293,/external/mousecelltypes/prod712/specimen_507918877/min_xy_507918877.aff,8585.04,1686.19,2724.45,0.890062,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/514808844,/api/v2/well_known_file_download/514808846,218
Cux2-CreERT2,487659462,Cux2-CreERT2;Ai14-211772.03.01.01,left,721,"Primary visual area, layer 4",VISp4,385,VISp,4,,,,,,,496182341,2.461174451,0.029989722,0.177809623,80,24.7563297,57.9271875,17.26305114,192.1871185,1.65519,-73.35472234,7598,5732,/external/mousecelltypes/prod534/specimen_487659462/min_xy_487659462.aff,8807.83,1153.23,2959.51,0.423535,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/487660520,/api/v2/well_known_file_download/491378081,43
Ntsr1-Cre_GN220,501563275,Ntsr1-Cre;Ai14-230238.04.01.01,left,33,"Primary visual area, layer 6a",VISp6a,385,VISp,6a,,,,,,,515387772,2.459218383,0.026013695,0.174621214,170,14.96308816,84.25272727,11.86905199,160.1562798,8.541313333,-76.33598328,,,,8455.77,1438.19,3021.41,0.819584,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/511629588,/api/v2/well_known_file_download/511629590,258
Sst-IRES-Cre,475202388,Sst-IRES-Cre;Ai14-183338.03.01.01,left,778,"Primary visual area, layer 5",VISp5,385,VISp,5,146.8006448,4,12,0.899316697,0.804002203,500912129,491202351,2.457392757,0.054478998,0.036915423,30.00000191,74.77568009,164.649,6.073526107,485.0000049,1.042565,-67.01157901,7587,5752,/external/mousecelltypes/prod359/specimen_475202388/min_xy_475202388.aff,9233.58,1618.67,2834.64,0.645879,cre reporter positive,0,0,1,NA,aspiny,/api/v2/well_known_file_download/487662272,/api/v2/well_known_file_download/487631989,/api/v2/well_known_file_download/491381737,752
Ntsr1-Cre_GN220,466632464,Ntsr1-Cre;Ai14-171080.04.02.01,right,33,"Primary visual area, layer 6a",VISp6a,385,VISp,6a,716.6080319,7,29,0.872621929,0.744247361,492413309,491202160,2.455814351,0.025906509,0.170653446,130,17.81730486,93.429,10.70331482,172.3437482,5.018031667,-72.8524065,11277,7589,/external/mousecelltypes/prod262/specimen_466632464/min_xy_466632464.aff,8705.87,1124.93,7430.11,0.851548,cre reporter positive,2,1,0,intact,spiny,/api/v2/well_known_file_download/487660113,/api/v2/well_known_file_download/491383425,/api/v2/well_known_file_download/491383427,221
Htr3a-Cre_NO152,474596625,Htr3a-Cre_NO152;Ai14-182498.03.02.01,right,821,"Primary visual area, layer 2/3",VISp2/3,385,VISp,02-Mar,,,,,,,491200896,2.448903575,,0.291052648,80,22.76471583,19.715,50.7227999,209.8438284,,-60.70430374,7595,5745,/external/mousecelltypes/prod359/specimen_474596625/min_xy_474596625.aff,8891.35,1044.77,8516.69,0.26907,cre reporter positive,0,0,0,NA,aspiny,,/api/v2/well_known_file_download/491384299,/api/v2/well_known_file_download/491384301,91
Rbp4-Cre_KL100,490916919,Rbp4-Cre_KL100;Ai14-215300.05.02.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,,,,,,,496603030,2.446216143,,0.086323593,200,25.82753011,61.145,16.35456701,121.6346447,7.951421667,-68.01975855,,,,7947.61,1021.71,8167.43,0.514105,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/490923568,/api/v2/well_known_file_download/491761391,457
Nr5a1-Cre,485490864,Nr5a1-Cre;Ai14-202954.04.02.01,right,721,"Primary visual area, layer 4",VISp4,385,VISp,4,,,,,,,496604436,2.443328512,0.015764468,0.2367413,50,22.16585917,53.76088235,18.60088518,233.7500065,1.854701667,-67.0960071,,,,8855.14,789.79,7701.32,0.337362,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/485501639,/api/v2/well_known_file_download/491377855,203
Gad2-IRES-Cre,466705337,Gad2-IRES-Cre;Ai14-172679.02.01.01,left,33,"Primary visual area, layer 6a",VISp6a,385,VISp,6a,,,,,,,491202546,2.443293488,0.028414687,0.211224489,29.99999809,90.35351092,58.0909375,17.21438908,357.1428517,1.1096575,-59.39736509,,,,9360.88,1760.96,2800.36,0.697379,cre reporter positive,0,0,0,NA,aspiny,,/api/v2/well_known_file_download/487609406,/api/v2/well_known_file_download/491381107,69
Ntsr1-Cre_GN220,471410185,Ntsr1-Cre;Ai14-180761.02.01.01,left,33,"Primary visual area, layer 6a",VISp6a,385,VISp,6a,393.2714773,7,18,0.85594006,0.818132618,491459162,491202222,2.431997795,0.009289293,0.222040317,120.0000076,14.64777892,60.18433333,16.61561979,151.5626159,5.217013333,-76.29515866,7583,9429,/external/mousecelltypes/prod324/specimen_471410185/min_xy_471410185.aff,8980.53,1674.82,2995.71,0.884193,cre reporter positive,0,1,0,intact,spiny,/api/v2/well_known_file_download/487660860,/api/v2/well_known_file_download/487617058,/api/v2/well_known_file_download/491377432,222
Rorb-IRES2-Cre,484659182,Rorb-IRES2-Cre-D;Ai14-201967.03.02.01,right,257,"posteromedial visual area, layer 6a",VISpm6a,533,VISpm,6a,,,,,,,491316420,2.414161149,0.010471051,0.332357076,50,14.73161094,48.5115,20.61366892,217.3214504,2.65016,-71.31507311,3891,3883,/external/mousecelltypes/prod483/specimen_484659182/min_xy_484659182.aff,8581.72,957.74,7383.57,0.680686,cre reporter negative,2,0,0,NA,aspiny,,/api/v2/well_known_file_download/484682588,/api/v2/well_known_file_download/491378130,555
Nr5a1-Cre,479679997,Nr5a1-Cre;Ai14-196695.06.02.01,right,821,"Primary visual area, layer 2/3",VISp2/3,385,VISp,02-Mar,,,,,,,491198989,2.410187323,0.005990284,0.25345912,50,11.47562661,44.86666667,22.28826152,179.0623907,1.84276,-62.13925552,7575,5737,/external/mousecelltypes/prod507/specimen_479679997/min_xy_479679997.aff,7866.18,700.076,8075.16,0.218843,cre reporter negative,0,0,0,NA,aspiny,,/api/v2/well_known_file_download/491384172,/api/v2/well_known_file_download/491384174,189
Rorb-IRES2-Cre,480124551,Rorb-IRES2-Cre-D;Ai14-197352.06.01.01,left,721,"Primary visual area, layer 4",VISp4,385,VISp,4,385.1500516,5,24,0.910384615,0.866628112,491253871,491112360,2.396210907,0.064918935,0.174309988,90,23.29929169,91.33714286,10.94844845,263.4374644,2.33601,-73.19311479,5743,5742,/external/mousecelltypes/prod442/specimen_480124551/min_xy_480124551.aff,7981.38,899.686,3009.51,0.298321,cre reporter positive,2,1,0,intact,spiny,/api/v2/well_known_file_download/487685991,/api/v2/well_known_file_download/491382636,/api/v2/well_known_file_download/491382640,533
Rbp4-Cre_KL100,486110216,Rbp4-Cre_KL100;Ai14-205727.04.02.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,687.4546332,9,18,0.917030704,0.615685893,496085262,496453676,2.393242218,,0.045268296,110,23.48176076,,,335.9377065,4.2826375,-65.90962099,9430,9425,/external/mousecelltypes/prod514/specimen_486110216/min_xy_486110216.aff,8224.32,1038.8,7798.13,0.662847,cre reporter positive,2,1,0,intact,spiny,/api/v2/well_known_file_download/501080044,/api/v2/well_known_file_download/486115512,/api/v2/well_known_file_download/491378387,435
Htr3a-Cre_NO152,326786924,Htr3a-Cre_NO152;Ai14-175478.04.01.01,left,821,"Primary visual area, layer 2/3",VISp2/3,385,VISp,02-Mar,,,,,,,491198093,2.387837695,0.017192776,0.345184795,130,10.57856345,41.71152174,23.97419126,139.3749987,6.362068333,-68.97993801,7575,5739,/external/mousecelltypes/prod207/specimen_326786924/min_xy_326786924.aff,8318.66,733.485,3007.4,0.127581,cre reporter positive,0,0,0,NA,aspiny,,/api/v2/well_known_file_download/487609712,/api/v2/well_known_file_download/491381891,72
Sst-IRES-Cre,479905853,Sst-IRES-Cre-197628.06.02.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,283.2852357,5,21,0.910710158,0.804727721,500912291,496582217,2.376177799,0.03492886,0.454501232,90,17.6184884,49.12289474,20.35710651,214.4642549,3.478765,-71.50211334,9449,9438,/external/mousecelltypes/prod432/specimen_479905853/min_xy_479905853.aff,8240.18,1120.38,8051.64,0.65357,cre reporter positive,0,0,0,NA,aspiny,/api/v2/well_known_file_download/487662276,/api/v2/well_known_file_download/487637320,/api/v2/well_known_file_download/491383553,775
Rbp4-Cre_KL100,490966322,Rbp4-Cre_KL100;Ai14-215301.04.02.01,right,305,"Primary visual area, layer 6b",VISp6b,385,VISp,6b,,,,,,,496453542,2.371819122,0.018593598,0.26277779,60.00000381,27.48608112,56.9271875,17.56629906,251.8748881,2.096101667,-69.93422651,7580,5745,/external/mousecelltypes/prod568/specimen_490966322/min_xy_490966322.aff,8147.84,1401.57,8055.39,0.985337,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/490982582,/api/v2/well_known_file_download/491761632,459
Ntsr1-Cre_GN220,485288679,Ntsr1-Cre;Ai14-201393.04.01.01,left,33,"Primary visual area, layer 6a",VISp6a,385,VISp,6a,,,,,,,496603737,2.354592213,0.031417181,0.152310229,190,13.76308293,80.31227273,12.4513971,146.0938278,7.125246667,-73.21889142,,,,8792.08,1492.74,3176.14,0.858948,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/485321586,/api/v2/well_known_file_download/491384560,229
Sst-IRES-Cre,464198958,Sst-IRES-Cre;Ai14-165865.03.01.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,198.3176722,3,15,0.910148926,0.751841736,491119183,491202206,2.350017406,0.008007519,0.333855797,20,23.19956411,42.8673913,23.32775496,358.3533628,0.751103333,-66.24072355,5732,7579,/external/mousecelltypes/prod132/specimen_464198958/min_xy_312954820.aff,9343.07,1807.36,8841.07,0.595127,cre reporter positive,2,1,1,NA,aspiny,/api/v2/well_known_file_download/487661130,/api/v2/well_known_file_download/487631014,/api/v2/well_known_file_download/491381124,735
Htr3a-Cre_NO152,464191630,Htr3a-Cre_NO152;Ai14-178910.04.01.01,left,821,"Primary visual area, layer 2/3",VISp2/3,385,VISp,02-Mar,,,,,,,491198325,2.339002606,0.10555626,0.065106007,50,14.24101983,21.231,47.10093731,291.8750029,2.16175,-68.55849906,,,,8017.42,660.227,3295.97,0.174554,cre reporter positive,2,0,0,NA,aspiny,,/api/v2/well_known_file_download/487609806,/api/v2/well_known_file_download/491376903,83
Htr3a-Cre_NO152,474626527,Htr3a-Cre_NO152;Ai14-182004.05.02.01,right,721,"Primary visual area, layer 4",VISp4,385,VISp,4,232.8263174,4,13,0.904887392,0.791952164,491120375,491198300,2.329841081,0.035674241,0.495058149,30.00000191,20.18794893,34.79653846,28.73849079,344.6875039,1.735276667,-62.61099696,7594,5758,/external/mousecelltypes/prod347/specimen_474626527/min_xy_474626527.aff,8276.37,1010.47,8495.92,0.34213,cre reporter positive,2,1,1,NA,aspiny,/api/v2/well_known_file_download/489405315,/api/v2/well_known_file_download/487610113,/api/v2/well_known_file_download/491380834,92
Ctgf-2A-dgCre,501799874,Ctgf-2A-dgCre;Ai14(IVSCC)-229233.03.02.01,right,33,"Primary visual area, layer 6a",VISp6a,385,VISp,6a,,,,,,,515347284,2.320162034,0.05945043,0.151066356,170,14.29015929,238.47,4.193399589,239.8439348,8.03634,-83.01876068,7591,7579,/external/mousecelltypes/prod673/specimen_501799874/min_xy_501799872.aff,8670.77,1660.41,8724.12,0.797124,cre reporter negative,0,0,0,intact,spiny,,/api/v2/well_known_file_download/512191838,/api/v2/well_known_file_download/512191840,0
Ntsr1-Cre_GN220,490259892,Ntsr1-Cre;Ai14-214922.05.01.01,left,33,"Primary visual area, layer 6a",VISp6a,385,VISp,6a,,,,,,,497262785,2.318318112,0.008309021,0.237226868,50,22.68005734,41.73318182,23.96174834,206.7186757,1.559483333,-61.2652113,9433,7587,/external/mousecelltypes/prod563/specimen_490259892/min_xy_490259892.aff,8465.27,1335.11,3404.03,0.878374,cre reporter positive,2,0,0,intact,spiny,,/api/v2/well_known_file_download/490262116,/api/v2/well_known_file_download/491611878,248
Nr5a1-Cre,476086391,Nr5a1-Cre;Ai14-186567.04.01.01,left,821,"Primary visual area, layer 2/3",VISp2/3,385,VISp,02-Mar,346.3191703,4,16,0.900110849,0.777880041,492413626,491199680,2.301250132,0.152209341,0.097759932,230,16.2257975,34.03,29.38583603,183.5937137,6.096065,-76.00580525,5743,5753,/external/mousecelltypes/prod382/specimen_476086391/min_xy_476086391.aff,8801.02,1206.9,2541.67,0.270206,cre reporter positive,0,0,0,intact,spiny,/api/v2/well_known_file_download/487661518,/api/v2/well_known_file_download/487617579,/api/v2/well_known_file_download/491376228,181
Nr5a1-Cre,485570335,Nr5a1-Cre;Ai14-202961.04.02.01,right,821,"Primary visual area, layer 2/3",VISp2/3,385,VISp,02-Mar,,,,,,,495567199,2.297300406,0.022987504,0.275252017,50,17.65307425,43.26954545,23.11094303,180.6250049,2.996786667,-78.75416444,7682,7610,/external/mousecelltypes/prod495/specimen_485570335/min_xy_485570335.aff,8891.47,863.288,8046.13,0.292112,cre reporter positive,2,0,0,intact,spiny,,/api/v2/well_known_file_download/485571765,/api/v2/well_known_file_download/491380294,204
Scnn1a-Tg3-Cre,323834998,Scnn1a-Tg3-Cre;Ai14-172530.03.01.01,right,33,"Primary visual area, layer 6a",VISp6a,385,VISp,6a,290.2292098,5,31,0.902724602,0.845644067,491771139,491201411,2.291372618,0.006229976,0.317876359,90,21.09586122,58.665625,17.0457572,192.8124599,3.522513333,-73.03711046,5742,5748,/external/mousecelltypes/prod254/specimen_323834998/min_xy_323834998.aff,9150.36,1716.72,8639.84,0.720513,cre reporter positive,5,1,0,NA,aspiny,/api/v2/well_known_file_download/487660655,/api/v2/well_known_file_download/487633654,/api/v2/well_known_file_download/491381034,654
Rbp4-Cre_KL100,471758398,Rbp4-Cre_KL100;Ai14-180748.06.01.01,left,433,"Anteromedial visual area, layer 5",VISam5,394,VISam,5,431.1748745,7,17,0.895247884,0.693291343,495335438,491202842,2.290638005,,0.041791045,150,23.60949132,47.555,21.02828304,234.6876168,3.416755,-76.82565562,9453,7614,/external/mousecelltypes/prod327/specimen_471758398/min_xy_471758398.aff,7704.86,974.534,3781.06,0.663364,cre reporter positive,0,1,0,intact,spiny,/api/v2/well_known_file_download/487660473,/api/v2/well_known_file_download/487622576,/api/v2/well_known_file_download/491377744,406
Htr3a-Cre_NO152,475625477,Htr3a-Cre_NO152;Ai14-185555.05.02.01,right,312782604,"Rostrolateral area, layer 1",VISrl1,417,VISrl,1,142.6396912,2,16,0.867342279,0.859570459,492413489,496282881,2.287710574,0.054984583,0.038451089,70,19.04528862,26.07416667,38.35213653,263.7501172,2.367363333,-66.15574682,9436,9449,/external/mousecelltypes/prod369/specimen_475625477/min_xy_475625477.aff,7394.02,910.536,8715.08,0.122882,cre reporter positive,5,0,0,NA,aspiny,/api/v2/well_known_file_download/487661697,/api/v2/well_known_file_download/487615396,/api/v2/well_known_file_download/491378424,105
Htr3a-Cre_NO152,473974547,Htr3a-Cre_NO152;Ai14-182495.04.01.01,left,41,"posteromedial visual area, layer 2/3",VISpm2/3,533,VISpm,02-Mar,,,,,,,496388812,2.281030373,0.00768896,0.682539683,40,16.2404434,15.98532258,62.55738631,462.5000022,1.189016667,-65.24915259,7573,3896,/external/mousecelltypes/prod351/specimen_473974547/min_xy_473974547.aff,7988.49,574.22,3550.28,0.170987,cre reporter positive,0,0,0,NA,aspiny,,/api/v2/well_known_file_download/487612115,/api/v2/well_known_file_download/491382950,88
Sst-IRES-Cre,324466858,Sst-IRES-Cre;Ai14-173196.03.02.01,left,778,"Primary visual area, layer 5",VISp5,385,VISp,5,368.0574324,7,18,0.89875682,0.796237175,491458444,491199962,2.275918657,0.113162867,0.191071429,130,23.85437966,57.6975,17.33177347,199.3749982,4.13546,-77.79330983,7597,5773,/external/mousecelltypes/prod210/specimen_324466858/min_xy_324466858.aff,8872.59,1697.78,2487.76,0.652468,cre reporter positive,2,1,0,NA,sparsely spiny,/api/v2/well_known_file_download/487659308,/api/v2/well_known_file_download/487631544,/api/v2/well_known_file_download/491383466,721
Htr3a-Cre_NO152,482516216,Htr3a-Cre_NO152;Ai14-200441.05.01.01,left,721,"Primary visual area, layer 4",VISp4,385,VISp,4,403.2122948,4,20,0.911487489,0.880191008,492414384,491317168,2.258322952,,0.035314687,150,9.747350905,28.395,35.21746786,108.9062509,7.32345,-71.0968562,3908,5750,/external/mousecelltypes/prod460/specimen_482516216/min_xy_482516216.aff,8186.87,1134.49,2524.58,0.279157,cre reporter positive,2,0,1,NA,aspiny,/api/v2/well_known_file_download/487661494,/api/v2/well_known_file_download/483106830,/api/v2/well_known_file_download/491383300,130
Htr3a-Cre_NO152,327566447,Htr3a-Cre_NO152;Ai14-175479.03.01.01,left,721,"Primary visual area, layer 4",VISp4,385,VISp,4,,,,,,,491198034,2.254145355,,0.054410575,90,13.15040765,17.32,57.73672055,239.0625359,2.691393333,-61.57267328,3892,3903,/external/mousecelltypes/prod237/specimen_327566447/min_xy_327566447.aff,8861.7,977.301,3103.05,0.3122,cre reporter positive,2,0,0,NA,aspiny,,/api/v2/well_known_file_download/487609640,/api/v2/well_known_file_download/491378149,73
Rorb-IRES2-Cre,488680211,Rorb-IRES2-Cre-D;Ai14-212872.05.01.01,left,33,"Primary visual area, layer 6a",VISp6a,385,VISp,6a,459.0749714,3,32,0.905397936,0.82682963,496164025,496277135,2.249162708,0.168583359,0.131261101,180,13.28415315,102.9005556,9.718120515,156.8751542,7.52756,-77.33899897,5762,7586,/external/mousecelltypes/prod549/specimen_488680211/min_xy_488680211.aff,8765.78,1456.27,2985.15,0.737008,cre reporter negative,0,1,0,intact,spiny,/api/v2/well_known_file_download/496357098,/api/v2/well_known_file_download/488680987,/api/v2/well_known_file_download/491377056,582
Rorb-IRES2-Cre,488569196,Rorb-IRES2-Cre-D;Ai14-212869.05.01.01,left,565,"posteromedial visual area, layer 5",VISpm5,533,VISpm,5,,,,,,,496603173,2.243868775,0.007402862,0.23411732,130,12.55901395,47.1575,21.20553464,126.8750775,5.992066667,-63.56854916,,,,8172.55,790.276,3757.59,0.452419,cre reporter negative,0,0,0,intact,spiny,,/api/v2/well_known_file_download/488588739,/api/v2/well_known_file_download/491383590,580
Sst-IRES-Cre,475057898,Sst-IRES-Cre;Ai14-183332.05.01.01,left,778,"Primary visual area, layer 5",VISp5,385,VISp,5,317.918596,7,22,0.894453921,0.783947314,491771292,491202766,2.24156114,0.008799036,0.375543155,90,24.96162063,45.41952381,22.01696355,212.4998875,3.86626,-73.61112012,11282,7605,/external/mousecelltypes/prod359/specimen_475057898/min_xy_475057898.aff,8538.88,1423.27,2834.11,0.684797,cre reporter positive,2,1,0,NA,sparsely spiny,/api/v2/well_known_file_download/489405326,/api/v2/well_known_file_download/491382414,/api/v2/well_known_file_download/491382417,749
Ntsr1-Cre,507914933,Ntsr1-Cre;Ai14-235626.04.02.01,right,33,"Primary visual area, layer 6a",VISp6a,385,VISp,6a,,,,,,,515390010,2.241327112,0.008942715,0.219034622,110,13.08764962,52.18444444,19.16279862,315.1563108,6.244046667,-72.18563843,,,,8843.85,1884.21,8787.74,0.922272,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/512216001,/api/v2/well_known_file_download/512216003,217
Sst-IRES-Cre,328876201,Sst-IRES-Cre;Ai14-175897.03.01.01,left,778,"Primary visual area, layer 5",VISp5,385,VISp,5,,,,,,,491199407,2.241170051,0.04831053,0.256183455,40,20.89011916,88.845,11.25555743,157.0312294,1.021681667,-57.89265995,,,,8240.04,1093.17,3130.11,0.535048,cre reporter positive,2,0,0,NA,aspiny,,/api/v2/well_known_file_download/487635134,/api/v2/well_known_file_download/491382991,729
Sst-IRES-Cre,328549885,Sst-IRES-Cre;Ai14-175895.05.02.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,,,,,,,491199730,2.221898712,0.16775632,0.073008434,29.99999809,44.36234531,151.8816667,6.584073127,288.28125,0.936895,-62.36692653,5746,7584,/external/mousecelltypes/prod243/specimen_328549885/min_xy_328549885.aff,8430.38,1056.4,7735.51,0.681126,cre reporter positive,2,0,0,NA,aspiny,,/api/v2/well_known_file_download/487634651,/api/v2/well_known_file_download/491378614,728
Sst-IRES-Cre,328015342,Sst-IRES-Cre;Ai14-175894.05.02.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,,,,,,,491199828,2.207537901,0.030695711,0.301446541,90,23.52708717,71.00769231,14.08298126,211.874994,3.710916667,-70.39768906,,,,8152.05,1192.46,8275.36,0.64167,cre reporter positive,2,0,0,NA,aspiny,,/api/v2/well_known_file_download/487633444,/api/v2/well_known_file_download/491382518,724
Htr3a-Cre_NO152,482772037,Htr3a-Cre_NO152;Ai14-200456.03.02.01,right,593,"Primary visual area, layer 1",VISp1,385,VISp,1,,,,,,,491315475,2.192795568,0.007598601,0.4049819,90,10.06438795,24.254,41.23031253,240.6250024,3.953923333,-66.40194113,,,,8818.33,938.627,8843.93,0.0520347,cre reporter positive,2,0,0,NA,aspiny,,/api/v2/well_known_file_download/484633246,/api/v2/well_known_file_download/491381913,137
Nr5a1-Cre,482726749,Nr5a1-Cre;Ai14-199362.03.02.01,right,565,"posteromedial visual area, layer 5",VISpm5,533,VISpm,5,,,,,,,500919160,2.182827623,0.050947011,0.066711957,50,15.48835798,26.061,38.37151299,274.3749645,3.110508333,-68.34665337,9435,7594,/external/mousecelltypes/prod466/specimen_482726749/min_xy_482726749.aff,8577.66,606.287,7081.49,0.322645,cre reporter negative,0,0,0,NA,aspiny,,/api/v2/well_known_file_download/484630199,/api/v2/well_known_file_download/491384159,195
Ntsr1-Cre_GN220,490485142,Ntsr1-Cre;Ai14-214922.03.01.01,left,33,"Primary visual area, layer 6a",VISp6a,385,VISp,6a,874.2985741,5,41,0.875307208,0.846788618,510982910,497262677,2.181876568,,0.011970766,249.9999847,14.93108991,,,154.2188278,11.47999333,-77.58253657,7582,5743,/external/mousecelltypes/prod563/specimen_490485142/min_xy_490485142.aff,9053.23,1704.51,2864.79,0.813276,cre reporter positive,0,0,0,intact,spiny,/api/v2/well_known_file_download/511010041,/api/v2/well_known_file_download/490486904,/api/v2/well_known_file_download/491611891,253
Sst-IRES-Cre,475542743,Sst-IRES-Cre;Ai14-184930.04.02.01,right,721,"Primary visual area, layer 4",VISp4,385,VISp,4,271.655,5,11,0.921866,0.82877,491771308,491202454,2.164585005,0.196798784,0.276579528,110,19.23147739,124.3564286,8.041401731,178.2812898,4.494976667,-73.30446334,7597,7590,/external/mousecelltypes/prod365/specimen_475542743/min_xy_475542743.aff,8607.64,1004.73,8039.22,0.48615,cre reporter positive,0,0,0,NA,aspiny,/api/v2/well_known_file_download/487661811,/api/v2/well_known_file_download/487636642,/api/v2/well_known_file_download/491382487,758
Sst-IRES-Cre,490276212,Sst-IRES-Cre;Ai14-214084.03.01.01,left,33,"Primary visual area, layer 6a",VISp6a,385,VISp,6a,,,,,,,497262499,2.155255007,0.02462568,0.387181939,70,22.67967559,41.9376087,23.84494565,273.4375,3.1945225,-78.43345989,7581,7587,/external/mousecelltypes/prod563/specimen_490276212/min_xy_490276212.aff,8620.76,1457.48,2860.21,0.714202,cre reporter positive,0,0,0,NA,aspiny,,/api/v2/well_known_file_download/490277103,/api/v2/well_known_file_download/491612048,798
Sst-IRES-Cre,501730497,Sst-IRES-Cre;Ai14-228571.06.01.01,left,778,"Primary visual area, layer 5",VISp5,385,VISp,5,,,,,,,515394339,2.15481825,0.031973672,0.336151079,50,37.26235536,47.196,21.18823629,259.2188716,2.631693333,-66.96987915,11385,7685,/external/mousecelltypes/prod631/specimen_501730497/min_xy_501730497.aff,7790.1,994.037,3165.46,0.455775,cre reporter positive,0,0,0,NA,sparsely spiny,,/api/v2/well_known_file_download/514792608,/api/v2/well_known_file_download/514792610,809
Sst-IRES-Cre,466664172,Sst-IRES-Cre;Ai14-179870.04.01.01,left,778,"Primary visual area, layer 5",VISp5,385,VISp,5,123.3326,4,13,0.888820078,0.83046783,491120346,491202409,2.148063198,0.03617383,0.275206394,30.00000191,38.75157369,39.77447368,25.14175317,476.5624284,0.669135,-66.95238957,7596,5770,/external/mousecelltypes/prod312/specimen_466664172/min_xy_466664172.aff,8553.77,1374.53,2807.19,0.617216,cre reporter positive,2,1,1,NA,aspiny,/api/v2/well_known_file_download/487661112,/api/v2/well_known_file_download/487634496,/api/v2/well_known_file_download/491383007,738
Sst-IRES-Cre,323475862,Sst-IRES-Cre;Ai14-172534.06.01.01,left,778,"Primary visual area, layer 5",VISp5,385,VISp,5,187.3449769,6,13,0.87272344,0.641376952,491770334,491199649,2.120460288,0.262937555,0.113984508,70,36.28011681,160.955,6.212916654,320.5357906,2.128385,-70.04540873,5743,7582,/external/mousecelltypes/prod187/specimen_323475862/min_xy_323475862.aff,8024.11,1237.56,2779.74,0.520817,cre reporter positive,0,1,0,NA,aspiny,/api/v2/well_known_file_download/487660410,/api/v2/well_known_file_download/487632380,/api/v2/well_known_file_download/491381998,716
Sst-IRES-Cre,476100382,Sst-IRES-Cre;Ai14-187425.04.01.01,left,312782612,"Rostrolateral area, layer 4",VISrl4,417,VISrl,4,,,,,,,491202697,2.118412585,0.579262892,0.126086961,70,20.30221231,246.9,4.050222762,167.9463196,4.236361667,-68.34013168,7579,7587,/external/mousecelltypes/prod507/specimen_476100382/min_xy_476100382.aff,8272.29,1319.92,2304.87,0.312098,cre reporter positive,5,0,0,NA,aspiny,,/api/v2/well_known_file_download/491380329,/api/v2/well_known_file_download/491380335,762
Sst-IRES-Cre,476099282,Sst-IRES-Cre;Ai14-187425.03.01.01,left,821,"Primary visual area, layer 2/3",VISp2/3,385,VISp,02-Mar,,,,,,,491202232,2.099248154,0.088059122,0.337745113,80,17.962298,80.40636364,12.43682657,262.8905296,4.07072,-73.16198839,,,,8572.45,1239.29,2509.64,0.32416,cre reporter positive,2,0,0,NA,aspiny,,/api/v2/well_known_file_download/491384612,/api/v2/well_known_file_download/491384614,761
Rbp4-Cre_KL100,488683425,Rbp4-Cre_KL100;Ai14-203503.04.01.01,left,565,"posteromedial visual area, layer 5",VISpm5,533,VISpm,5,,,,,,,496602514,2.094328217,0.003207964,0.268548454,150,13.64143398,50.37210526,19.85225741,98.34,6.715036667,-68.20271937,9428,7574,/external/mousecelltypes/prod571/specimen_488683425/min_xy_488683425.aff,8339.48,878.696,3827.79,0.558202,cre reporter positive,2,0,0,intact,spiny,,/api/v2/well_known_file_download/488684246,/api/v2/well_known_file_download/491765929,448
